title,model_details,year,agency,price,monthly_payment,link,image_path
סובארו פורסטר,X אוט׳ 2.5 (182 כ״ס),2019 • יד 2,רכב העמק,"85,900 ₪",,https://www.yad2.co.il://item/ie4eswtl,https://img.yad2.co.il/Pic/202504/15/1_3/o/y2_1pa_010625_20250415124024.jpeg?w=3840&h=3840&c=9
סובארו פורסטר,Sport אוט׳ 2.5 (182 כ״ס) [2018-2022],2019 • יד 1,סמלת כמו חדש,"133,900 ₪","2,560 ₪ (60 חודשים)",https://www.yad2.co.il://item/vligsl32,https://img.yad2.co.il/Pic/202503/11/1_3/o/xml_1_9954960375_20250311050339.jpg?w=3840&h=3840&c=9
סובארו פורסטר,Sport אוט׳ 2.5 (182 כ״ס) [2018-2022],2022 • יד 1,שמעון ברזילאי סובארו,"166,000 ₪",,https://www.yad2.co.il://item/por33kmg,https://img.yad2.co.il/Pic/202503/09/1_3/o/y2_1pa_010352_20250309153953.jpeg?w=3840&h=3840&c=9
סובארו B4/לגאסי,Classic אוט׳ 2.5 (175 כ״ס) [2014-2017],2015 • יד 5,בלו סקאי,"16,900 ₪",,https://www.yad2.co.il://item/moztyibt,https://img.yad2.co.il/Pic/202503/20/1_8/o/y2_1pa_010492_20250320145125.jpeg?w=3840&h=3840&c=9
סובארו פורסטר,X אוט׳ 2.0 (150 כ״ס) [2011-2016],2014 • יד 2,חנן רכבים,"49,900 ₪",,https://www.yad2.co.il://item/j3kitvlk,https://img.yad2.co.il/Pic/202505/08/1_3/o/y2_5pa_010940_20250508153603.jpeg?w=3840&h=3840&c=9
סובארו פורסטר,Z אוט׳ 2.5 (182 כ״ס),2023 • יד 1,Freesbe,"140,000 ₪",,https://www.yad2.co.il://item/kjxt4fix,https://img.yad2.co.il/Pic/202505/02/1_3/o/y2_1pa_010046_20250502105053.jpeg?w=3840&h=3840&c=9
סובארו XV,1.6I אוט׳ 1.6 (114 כ״ס) [2014-2016],2015 • יד 5,וואן קאר,"38,900 ₪",,https://www.yad2.co.il://item/uapok4ba,https://img.yad2.co.il/Pic/202504/20/1_8/o/y2_1pa_010593_20250420111910.jpeg?w=3840&h=3840&c=9
סובארו פורסטר,X אוט׳ 2.0 (150 כ״ס) [2011-2016],2015 • יד 3,B-cars,"48,900 ₪",,https://www.yad2.co.il://item/ddvuf6og,https://img.yad2.co.il/Pic/202504/24/1_3/o/y2_5pa_010846_20250424223043.jpeg?w=3840&h=3840&c=9
סובארו פורסטר,Sport אוט׳ 2.5 (182 כ״ס) [2018-2022],2020 • יד 1,וואן קאר,"124,900 ₪",,https://www.yad2.co.il://item/hydrxmli,https://img.yad2.co.il/Pic/202505/09/1_3/o/y2_1pa_010636_20250509114541.jpeg?w=3840&h=3840&c=9
סובארו XV,Crosstrek אוט׳ 2.0 (152 כ״ס),2022 • יד 2,וואן קאר,"97,900 ₪","1,000 ₪ (72 חודשים)",https://www.yad2.co.il://item/1mhlnrxg,https://img.yad2.co.il/Pic/202504/23/1_8/o/y2_1pa_010728_20250423113623.jpeg?w=3840&h=3840&c=9
סובארו פורסטר,Sport אוט׳ 2.5 (182 כ״ס) [2018-2022],2019 • יד 2,SIMPLE MOBILITY,"120,900 ₪",945 ₪ (60 חודשים),https://www.yad2.co.il://item/ycd137c6,https://img.yad2.co.il/Pic/202505/04/1_3/o/y2_1pa_010404_20250504153307.jpeg?w=3840&h=3840&c=9
סובארו פורסטר,Z אוט׳ 2.5 (182 כ״ס),2021 • יד 1,AMIR MOTORS,"92,900 ₪",,https://www.yad2.co.il://item/gxyghe9g,https://img.yad2.co.il/Pic/202503/09/1_3/o/y2_1pa_995009_20250309224041.jpeg?w=3840&h=3840&c=9
סובארו קרוסטרק,Touring אוט׳ 2.0 (152 כ״ס),2024 • יד 1,סנטר קאר שירותי ליסינג ומימון בעמ,"155,000 ₪",,https://www.yad2.co.il://item/2y92f7ry,https://img.yad2.co.il/Pic/202407/29/1_3/o/y2_8_VIBHVR9jHK_20240729.jpg?w=3840&h=3840&c=9
סובארו פורסטר,Z אוט׳ 2.5 (182 כ״ס),2020 • יד 1,רומי מוטורס,"99,900 ₪",,https://www.yad2.co.il://item/6fxz8wlo,https://img.yad2.co.il/Pic/202502/15/1_3/o/y2_6pa_010733_20250215192945.jpeg?w=3840&h=3840&c=9
סובארו XV,1.6 Classic אוט׳ 1.6 (114 כ״ס) [2018-2021],2020 • יד 2,עדי רכב,"79,800 ₪",,https://www.yad2.co.il://item/mqtln73e,https://img.yad2.co.il/Pic/202504/06/1_8/o/y2_1pa_010457_20250406204333.jpeg?w=3840&h=3840&c=9
סובארו XV,Crosstrek אוט׳ 2.0 (152 כ״ס),2020 • יד 1,רועי גורן גוד  קאר,"111,700 ₪",,https://www.yad2.co.il://item/l31804f7,https://img.yad2.co.il/Pic/202504/11/1_8/o/y2_1pa_010002_20250411141339.jpeg?w=3840&h=3840&c=9
סובארו פורסטר,B אוט׳ 2.0 (150 כ״ס),2011 • יד 2,WIFI CARS,"27,000 ₪",,https://www.yad2.co.il://item/4boijy2s,https://img.yad2.co.il/Pic/202504/30/1_3/o/y2_1pa_010194_20250430134752.jpeg?w=3840&h=3840&c=9
סובארו פורסטר,XS אוט׳ 2.5 (182 כ״ס),2020 • יד 1,אבי רכב,"132,000 ₪",,https://www.yad2.co.il://item/893eafun,https://img.yad2.co.il/Pic/202504/29/1_3/o/y2_1pa_010543_20250429161251.jpeg?w=3840&h=3840&c=9
סובארו פורסטר,Z אוט׳ 2.5 (182 כ״ס),2021 • יד 1,הלון נביל,"120,000 ₪",,https://www.yad2.co.il://item/dl8w28f2,https://img.yad2.co.il/Pic/202503/26/1_3/o/y2_1pa_010810_20250326120802.jpeg?w=3840&h=3840&c=9
סובארו XV,Crosstrek אוט׳ 2.0 (152 כ״ס),2021 • יד 1,אילון שחר חברה וסוכנות רכב בעמ,"91,000 ₪",,https://www.yad2.co.il://item/eczbw504,https://img.yad2.co.il/Pic/202410/27/1_8/o/y2_5_AnxoArROlc_20241027.jpg?w=3840&h=3840&c=9
סובארו פורסטר,Sport אוט׳ 2.5 (182 כ״ס) [2018-2022],2020 • יד 2,,"131,000 ₪",,https://www.yad2.co.il://item/afxhbou9,https://img.yad2.co.il/Pic/202411/17/1_3/o/y2_1pa_010915_20241117092128.jpeg?w=3840&h=3840&c=9
סובארו אימפרזה,WRX ידני סדאן 4 דל 2.0 (224 כ״ס),2001 • יד 10,,"57,200 ₪",,https://www.yad2.co.il://item/cp33333y,https://img.yad2.co.il/Pic/202504/19/1_1/o/y2_1pa_010509_20250419144428.jpeg?w=3840&h=3840&c=9
סובארו XV,1.6I אוט׳ 1.6 (114 כ״ס) [2014-2016],2014 • יד 2,,"29,000 ₪",,https://www.yad2.co.il://item/i255ngnx,https://img.yad2.co.il/Pic/202503/01/1_1/o/y2_1pa_010375_20250301181818.jpeg?w=3840&h=3840&c=9
סובארו B4/לגאסי,Top אוט׳ 2.0 (150 כ״ס) [2009-2012],2010 • יד 4,,"12,200 ₪",,https://www.yad2.co.il://item/e31h0j12,https://img.yad2.co.il/Pic/202503/30/1_1/o/y2_1pa_010970_20250330231234.jpeg?w=3840&h=3840&c=9
סובארו B4/לגאסי,R אוט׳ סטיישן / טורר 5 דל 2.0 (150 כ״ס) [2007-2009],2008 • יד 3,,"18,000 ₪",,https://www.yad2.co.il://item/tmdwyuun,https://img.yad2.co.il/Pic/202505/05/1_1/o/y2_1pa_010041_20250505122823.jpeg?w=3840&h=3840&c=9
סובארו אימפרזה,4X2 R אוט׳ סדאן 4 דל 1.5 (105 כ״ס),2007 • יד 2,,"1,000 ₪",,https://www.yad2.co.il://item/y9j1e5g7,https://img.yad2.co.il/Pic/202504/08/1_1/o/y2_1pa_010943_20250408093602.jpeg?w=3840&h=3840&c=9
סובארו אימפרזה,4X4 אוט׳ קופה 5 מק 2 דל 1.6 (90 כ״ס),1999 • יד 2,,"10,000 ₪",,https://www.yad2.co.il://item/hs6tt006,https://img.yad2.co.il/Pic/202504/03/1_1/o/y2_1pa_010602_20250403160718.jpeg?w=3840&h=3840&c=9
סובארו אימפרזה,I אוט׳ 1.6 (95 כ״ס),2006 • יד 2,,"2,400 ₪",,https://www.yad2.co.il://item/lu4oa6gg,https://img.yad2.co.il/Pic/202504/27/1_1/o/y2_1pa_010740_20250427170511.jpeg?w=3840&h=3840&c=9
סובארו B4/לגאסי,R אוט׳ סדאן 4 דל 2.0 (165 כ״ס),2007 • יד 3,,"19,000 ₪",,https://www.yad2.co.il://item/d45gzz19,https://img.yad2.co.il/Pic/202505/09/1_1/o/y2_1pa_010287_20250509103342.jpeg?w=3840&h=3840&c=9
סובארו B4/לגאסי,Top אוט׳ 2.0 (150 כ״ס) [2009-2012],2010 • יד 3,,"2,000 ₪",,https://www.yad2.co.il://item/kol5ib38,https://img.yad2.co.il/Pic/202408/24/1_1/o/y2_2pa_010649_20240824202203.jpeg?w=3840&h=3840&c=9
סובארו אאוטבק,2.5X אוט׳ 2.5 (175 כ״ס) [2016-2019],2017 • יד 3,,"63,500 ₪",,https://www.yad2.co.il://item/0fsgwxcg,https://img.yad2.co.il/Pic/202504/26/1_1/o/y2_1pa_010542_20250426122515.jpeg?w=3840&h=3840&c=9
סובארו XV,1.6 Kyoto אוט׳ 1.6 (114 כ״ס),2017 • יד 2,,"58,575 ₪",,https://www.yad2.co.il://item/3dfjn7o1,https://img.yad2.co.il/Pic/202505/09/1_1/o/y2_1pa_010940_20250509102836.jpeg?w=3840&h=3840&c=9
סובארו לאונה,DL ידני סטיישן / טורר 5 דל 1.6 (95 כ״ס),1993 • יד 4,,"21,000 ₪",,https://www.yad2.co.il://item/3ybj84kf,https://img.yad2.co.il/Pic/202502/14/1_1/o/y2_1pa_010807_20250214180203.jpeg?w=3840&h=3840&c=9
סובארו XV,2.0I אוט׳ 2.0 (150 כ״ס) [2016-2018],2016 • יד 2,,"52,000 ₪",,https://www.yad2.co.il://item/gt3a2wtv,https://img.yad2.co.il/Pic/202505/08/1_1/o/y2_1_01645_20250508114506.jpeg?w=3840&h=3840&c=9
סובארו XV,2.0I אוט׳ 2.0 (150 כ״ס) [2012-2016],2015 • יד 2,,"45,000 ₪",,https://www.yad2.co.il://item/c8v43sgd,https://img.yad2.co.il/Pic/202505/09/1_1/o/y2_1pa_010108_20250509095414.jpeg?w=3840&h=3840&c=9
סובארו פורסטר,X אוט׳ 2.0 (150 כ״ס) [2011-2016],2015 • יד 3,,"44,000 ₪",,https://www.yad2.co.il://item/e4mn99sr,https://img.yad2.co.il/Pic/202503/06/1_3/o/y2_1pa_010035_20250306094628.jpeg?w=3840&h=3840&c=9
סובארו XV,1.6I אוט׳ 1.6 (114 כ״ס) [2014-2016],2015 • יד 3,,"36,700 ₪",,https://www.yad2.co.il://item/yb4n92gq,https://img.yad2.co.il/Pic/202503/02/1_1/o/y2_1pa_010629_20250302101211.jpeg?w=3840&h=3840&c=9
סובארו אימפרזה,4X2 RX אוט׳ 1.5 (105 כ״ס),2007 • יד 2,,"13,000 ₪",,https://www.yad2.co.il://item/pvukroym,https://img.yad2.co.il/Pic/202502/18/1_1/o/y2_1pa_010083_20250218000139.jpeg?w=3840&h=3840&c=9
סובארו XV,2.0I אוט׳ 2.0 (150 כ״ס) [2012-2016],2015 • יד 1,,"55,000 ₪",,https://www.yad2.co.il://item/6efzrr13,https://img.yad2.co.il/Pic/202505/09/1_1/o/y2_1pa_010770_20250509092930.jpeg?w=3840&h=3840&c=9
סובארו אימפרזה,1.6I אוט׳ 1.6 (114 כ״ס),2014 • יד 2,,"1,700 ₪",,https://www.yad2.co.il://item/upauk1iq,https://img.yad2.co.il/Pic/202411/25/1_1/o/y2_1pa_010587_20241125105834.jpeg?w=3840&h=3840&c=9
סובארו פורסטר,XS אוט׳ 2.0 (150 כ״ס) [2011-2016],2015 • יד 2,קרדיט קאר נתניה,"1,000 ₪",,https://www.yad2.co.il://item/gv01uy9f,https://img.yad2.co.il/Pic/202408/15/1_3/o/y2_3_DIinRxbzXi_20240815.jpg?w=3840&h=3840&c=9
סובארו פורסטר,X אוט׳ 2.5 (182 כ״ס),2019 • יד 1,טרייד אין סובארו השרון,"122,000 ₪",,https://www.yad2.co.il://item/e3ul219n,https://img.yad2.co.il/Pic/202502/19/1_3/o/y2_1pa_010770_20250219144411.jpeg?w=3840&h=3840&c=9
סובארו XV,Crosstrek אוט׳ 2.0 (152 כ״ס),2022 • יד 1,ארט ליס מוטורס בעמ,"7,000 ₪",,https://www.yad2.co.il://item/jryntngj,https://img.yad2.co.il/Pic/202501/31/1_8/o/y2_1pa_010142_20250131084145.jpeg?w=3840&h=3840&c=9
סובארו פורסטר,X אוט׳ 2.5 (182 כ״ס),2021 • יד 1,אלדן,"124,000 ₪",,https://www.yad2.co.il://item/03x6otio,https://img.yad2.co.il/Pic/202505/08/1_3/o/y2_1pa_010133_20250508142320.jpeg?w=3840&h=3840&c=9
סובארו XV,1.6I אוט׳ 1.6 (114 כ״ס) [2014-2016],2016 • יד 2,סטאר מוטורס בעמ,"49,000 ₪",990 ₪ (60 חודשים),https://www.yad2.co.il://item/wd6wy02s,https://img.yad2.co.il/Pic/202502/11/1_8/o/y2_1pa_010025_20250211104127.jpeg?w=3840&h=3840&c=9
סובארו פורסטר,B אוט׳ 2.0 (150 כ״ס),2008 • יד 4,מיכאל car,"5,500 ₪",,https://www.yad2.co.il://item/99sxhxa2,https://img.yad2.co.il/Pic/202503/24/1_3/o/y2_1pa_010168_20250324141345.jpeg?w=3840&h=3840&c=9
סובארו XV,Crosstrek אוט׳ 2.0 (152 כ״ס),2020 • יד 2,אוטו גולן,"79,990 ₪",,https://www.yad2.co.il://item/0cs9q4vc,https://img.yad2.co.il/Pic/202501/30/1_8/o/y2_1pa_010695_20250130174824.jpeg?w=3840&h=3840&c=9
סובארו XV,1.6I אוט׳ 1.6 (114 כ״ס) [2014-2016],2015 • יד 4,מיה קאר,"39,000 ₪",,https://www.yad2.co.il://item/zh0v67y5,https://img.yad2.co.il/Pic/202504/27/1_8/o/y2_1pa_010052_20250427204534.jpeg?w=3840&h=3840&c=9
סובארו פורסטר,X אוט׳ 2.0 (150 כ״ס) [2016-2019],2016 • יד 2,רכב עוז,"52,900 ₪",,https://www.yad2.co.il://item/doxm931u,https://img.yad2.co.il/Pic/202504/17/1_3/o/y2_2pa_010674_20250417132440.jpeg?w=3840&h=3840&c=9
סובארו פורסטר,Z אוט׳ 2.5 (182 כ״ס),2022 • יד 1,אביחי ביתן רכב הצפון,"149,000 ₪",,https://www.yad2.co.il://item/571a4x0h,https://img.yad2.co.il/Pic/202406/10/1_3/o/y2_2_VyxI4wXIhy_20240610.jpg?w=3840&h=3840&c=9
סובארו פורסטר,X אוט׳ 2.5 (182 כ״ס),2020 • יד 2,ליעד לוגסי רכבים,"129,000 ₪",,https://www.yad2.co.il://item/594l0tqk,https://img.yad2.co.il/Pic/202505/09/1_3/o/y2_9pa_010412_20250509095400.jpeg?w=3840&h=3840&c=9
סובארו XV,Crosstrek אוט׳ 2.0 (152 כ״ס),2021 • יד 1,טרייד אין הסנטר,"87,000 ₪",,https://www.yad2.co.il://item/rigee2bo,https://img.yad2.co.il/Pic/202504/15/1_8/o/y2_1pa_010913_20250415175333.jpeg?w=3840&h=3840&c=9
סובארו אאוטבק,X אוט׳ בנזין 2.5 (167 כ״ס),2012 • יד 2,גאלרי-קאר,"24,000 ₪",,https://www.yad2.co.il://item/088rkimj,https://img.yad2.co.il/Pic/202505/09/1_8/o/y2_7pa_010087_20250509092441.jpeg?w=3840&h=3840&c=9
סובארו פורסטר,Sport אוט׳ 2.5 (182 כ״ס) [2021-2025],2022 • יד 2,Style Car,"143,000 ₪",,https://www.yad2.co.il://item/lm32n65i,https://img.yad2.co.il/Pic/202503/18/1_3/o/y2_1pa_010065_20250318010811.jpeg?w=3840&h=3840&c=9
סובארו XV,2.0I אוט׳ 2.0 (150 כ״ס) [2016-2018],2017 • יד 2,יהלי קאר,"60,000 ₪",,https://www.yad2.co.il://item/sjhvntn4,https://img.yad2.co.il/Pic/202505/06/1_8/o/y2_1pa_010263_20250506222414.jpeg?w=3840&h=3840&c=9
סובארו פורסטר,Premium אוט׳ 2.5 (180 כ״ס),2025 • יד 0,הורוביץ מכוניות,"223,000 ₪",,https://www.yad2.co.il://item/c4i3cn3c,https://img.yad2.co.il/Pic/202501/14/1_3/o/y2_1pa_010607_20250114160048.jpeg?w=3840&h=3840&c=9
סובארו פורסטר,Sport אוט׳ 2.5 (182 כ״ס) [2021-2025],2021 • יד 1,AGIMER LIS,"129,000 ₪",,https://www.yad2.co.il://item/jwxp6htv,https://img.yad2.co.il/Pic/202504/30/1_3/o/y2_1pa_010722_20250430074044.jpeg?w=3840&h=3840&c=9
סובארו אימפרזה,Sti Pr0 ידני 2.5 (300 כ״ס),2008 • יד 9,שקד טרייד אין,"120,000 ₪",,https://www.yad2.co.il://item/dthkdtmf,https://img.yad2.co.il/Pic/202505/05/1_8/o/y2_1pa_010128_20250505083737.jpeg?w=3840&h=3840&c=9
סובארו אימפרזה,4X2 RX אוט׳ סדאן 4 דל 1.5 (107 כ״ס),2009 • יד 3,ar-tradein,"1,000 ₪",,https://www.yad2.co.il://item/lq3346bb,https://img.yad2.co.il/Pic/202504/29/1_8/o/y2_1pa_010087_20250429011647.jpeg?w=3840&h=3840&c=9
סובארו XV,Crosstrek PL אוט׳ 2.0 (152 כ״ס),2021 • יד 1,טרייד אין יוסף,"112,000 ₪",,https://www.yad2.co.il://item/dn0mcb9h,https://img.yad2.co.il/Pic/202503/05/1_8/o/y2_7pa_010415_20250305211414.jpeg?w=3840&h=3840&c=9
סובארו XV,2.0I אוט׳ 2.0 (150 כ״ס) [2012-2016],2014 • יד 2,,"38,500 ₪",,https://www.yad2.co.il://item/xgkwok3y,https://img.yad2.co.il/Pic/202505/09/1_1/o/y2_1pa_010979_20250509091324.jpeg?w=3840&h=3840&c=9
סובארו XV,1.6I אוט׳ 1.6 (114 כ״ס) [2016-2018],2017 • יד 2,,"4,000 ₪",,https://www.yad2.co.il://item/wbagnzwa,https://img.yad2.co.il/Pic/202504/29/1_1/o/y2_1pa_010742_20250429124108.jpeg?w=3840&h=3840&c=9
סובארו XV,1.6I אוט׳ 1.6 (114 כ״ס) [2014-2016],2016 • יד 3,,"49,000 ₪",,https://www.yad2.co.il://item/mgudtuw3,https://img.yad2.co.il/Pic/202502/02/1_1/o/y2_1_01452_20250202114608.jpeg?w=3840&h=3840&c=9
סובארו XV,Premium אוט׳ 2.0 (150 כ״ס) [2012-2016],2015 • יד 1,,"41,500 ₪",,https://www.yad2.co.il://item/0vm5h0qu,https://img.yad2.co.il/Pic/202504/27/1_1/o/y2_1pa_010553_20250427200142.jpeg?w=3840&h=3840&c=9
סובארו אימפרזה,4X2 RX אוט׳ סדאן 4 דל 1.5 (107 כ״ס),2009 • יד 4,,"9,500 ₪",,https://www.yad2.co.il://item/kr2bekpj,https://img.yad2.co.il/Pic/202505/04/1_1/o/y2_1pa_010590_20250504080149.jpeg?w=3840&h=3840&c=9
סובארו פורסטר,Sport אוט׳ 2.5 (182 כ״ס) [2021-2025],2021 • יד 1,,"150,000 ₪",,https://www.yad2.co.il://item/ju80eryu,https://img.yad2.co.il/Pic/202505/09/1_3/o/y2_3pa_010498_20250509123435.jpeg?w=3840&h=3840&c=9
סובארו פורסטר,X אוט׳ 2.0 (150 כ״ס) [2011-2016],2014 • יד 2,,"48,000 ₪",,https://www.yad2.co.il://item/zpmkfm74,https://img.yad2.co.il/Pic/202504/28/1_3/o/y2_1pa_010725_20250428105851.jpeg?w=3840&h=3840&c=9
סובארו XV,1.6I אוט׳ 1.6 (114 כ״ס) [2014-2016],2015 • יד 2,,"15,000 ₪",,https://www.yad2.co.il://item/xzd8y1ps,https://img.yad2.co.il/Pic/202503/28/1_1/o/y2_1pa_010778_20250328162048.jpeg?w=3840&h=3840&c=9
סובארו אימפרזה,4X2 RX אוט׳ האצ'בק 5 דל 1.5 (107 כ״ס),2008 • יד 2,,"11,900 ₪",,https://www.yad2.co.il://item/ra4i48w1,
סובארו פורסטר,B אוט׳ 2.0 (150 כ״ס),2011 • יד 2,,"1,000 ₪",,https://www.yad2.co.il://item/rfcn1cba,https://img.yad2.co.il/Pic/202504/21/1_3/o/y2_1pa_010090_20250421184003.jpeg?w=3840&h=3840&c=9
סובארו פורסטר,X אוט׳ 2.0 (150 כ״ס) [2011-2016],2015 • יד 3,,"43,000 ₪",,https://www.yad2.co.il://item/n68icv1a,https://img.yad2.co.il/Pic/202412/15/1_3/o/y2_1pa_010969_20241215110056.jpeg?w=3840&h=3840&c=9
סובארו פורסטר,2.0Z אוט׳ 2.0 (150 כ״ס),2016 • יד 2,,"65,000 ₪",,https://www.yad2.co.il://item/3tsvqbtk,https://img.yad2.co.il/Pic/202503/12/1_3/o/y2_1_04786_20250312203228.jpeg?w=3840&h=3840&c=9
סובארו XV,Crosstrek PL אוט׳ 2.0 (152 כ״ס),2020 • יד 1,,"115,000 ₪",,https://www.yad2.co.il://item/ww2a1pc1,https://img.yad2.co.il/Pic/202503/28/1_1/o/y2_1_09561_20250328144035.jpeg?w=3840&h=3840&c=9
סובארו BRZ,Limited אוט׳ 4 מק 2.4 (230 כ״ס),2023 • יד 2,,"210,000 ₪",,https://www.yad2.co.il://item/3txvmdn8,https://img.yad2.co.il/Pic/202502/12/1_1/o/y2_1pa_010828_20250212025121.jpeg?w=3840&h=3840&c=9
סובארו פורסטר,X אוט׳ 2.0 (158 כ״ס),2008 • יד 2,,"1,000 ₪",,https://www.yad2.co.il://item/suwr6e6h,https://img.yad2.co.il/Pic/202503/05/1_3/o/y2_1pa_010376_20250305200944.jpeg?w=3840&h=3840&c=9
סובארו B4/לגאסי,R אוט׳ סדאן 4 דל 2.0 (150 כ״ס) [2009-2012],2009 • יד 4,,"9,000 ₪",,https://www.yad2.co.il://item/31cepbpa,https://img.yad2.co.il/Pic/202502/17/1_1/o/y2_1_06161_20250217075821.jpeg?w=3840&h=3840&c=9
סובארו XV,2.0I אוט׳ 2.0 (150 כ״ס) [2016-2018],2016 • יד 5,,"52,000 ₪",,https://www.yad2.co.il://item/jdwkwhh1,https://img.yad2.co.il/Pic/202501/24/1_1/o/y2_1_08620_20250124181520.jpeg?w=3840&h=3840&c=9
סובארו אאוטבק,X אוט׳ 2.5 (173 כ״ס),2014 • יד 5,,"10,900 ₪",,https://www.yad2.co.il://item/074h7x3e,https://img.yad2.co.il/Pic/202411/26/1_1/o/y2_1_04078_20241126224632.jpeg?w=3840&h=3840&c=9
סובארו פורסטר,X אוט׳ 2.0 (150 כ״ס) [2011-2016],2016 • יד 2,,"3,000 ₪",,https://www.yad2.co.il://item/68th78iz,https://img.yad2.co.il/Pic/202504/21/1_3/o/y2_1pa_010029_20250421213735.jpeg?w=3840&h=3840&c=9
סובארו אימפרזה,4X2 RX אוט׳ האצ'בק 5 דל 1.5 (107 כ״ס),2008 • יד 3,,"5,500 ₪",,https://www.yad2.co.il://item/i4a3rzx7,https://img.yad2.co.il/Pic/202505/06/1_1/o/y2_1pa_010045_20250506003959.jpeg?w=3840&h=3840&c=9
סובארו פורסטר,X אוט׳ 2.5 (182 כ״ס),2019 • יד 1,טרייד אין רימון בעמ,"116,000 ₪",,https://www.yad2.co.il://item/hcssm08v,https://img.yad2.co.il/Pic/202505/07/1_3/o/y2_1pa_010492_20250507161347.jpeg?w=3840&h=3840&c=9
סובארו פורסטר,Sport אוט׳ 2.5 (182 כ״ס) [2021-2025],2022 • יד 1,שמעון ברזילאי סובארו,"173,000 ₪",,https://www.yad2.co.il://item/kbr8hzn6,https://img.yad2.co.il/Pic/202504/14/1_3/o/y2_1pa_010089_20250414114617.jpeg?w=3840&h=3840&c=9
סובארו פורסטר,XS אוט׳ 2.5 (182 כ״ס),2023 • יד 1,שמעון ברזילאי סובארו,"175,000 ₪",,https://www.yad2.co.il://item/vn2e5pfw,https://img.yad2.co.il/Pic/202504/24/1_3/o/y2_1pa_010601_20250424115613.jpeg?w=3840&h=3840&c=9
סובארו B4/לגאסי,Classic אוט׳ 2.5 (175 כ״ס) [2014-2017],2016 • יד 2,Scars,"33,000 ₪",,https://www.yad2.co.il://item/geczjjj4,https://img.yad2.co.il/Pic/202502/25/1_8/o/y2_1pa_010660_20250225130436.jpeg?w=3840&h=3840&c=9
סובארו פורסטר,B אוט׳ 2.0 (150 כ״ס),2012 • יד 2,אייל רכבים,"33,500 ₪",,https://www.yad2.co.il://item/c21oz2cn,https://img.yad2.co.il/Pic/202505/07/1_3/o/y2_1pa_010562_20250507082137.jpeg?w=3840&h=3840&c=9
סובארו פורסטר,X אוט׳ 2.5 (182 כ״ס),2022 • יד 1,רכב עוז,"130,000 ₪",,https://www.yad2.co.il://item/ltxpgki9,https://img.yad2.co.il/Pic/202501/23/1_3/o/y2_2pa_010190_20250123160024.jpeg?w=3840&h=3840&c=9
סובארו פורסטר,2.0XS אוט׳ 2.0 (150 כ״ס),2018 • יד 3,רכב שחר,"69,000 ₪",,https://www.yad2.co.il://item/0fhfou4g,https://img.yad2.co.il/Pic/202503/14/1_3/o/y2_1pa_010531_20250314123356.jpeg?w=3840&h=3840&c=9
סובארו פורסטר,X אוט׳ 2.0 (150 כ״ס) [2011-2016],2013 • יד 2,טרייד קאר 26,"4,000 ₪",,https://www.yad2.co.il://item/j59s1k77,https://img.yad2.co.il/Pic/202504/23/1_3/o/y2_1pa_010455_20250423115327.jpeg?w=3840&h=3840&c=9
סובארו פורסטר,Sport אוט׳ 2.5 (182 כ״ס) [2018-2022],2019 • יד 1,מיכאלי מוטורס,"100,700 ₪",,https://www.yad2.co.il://item/dflfm0es,https://img.yad2.co.il/Pic/202505/09/1_3/o/y2_1pa_010179_20250509032444.jpeg?w=3840&h=3840&c=9
סובארו XV,Crosstyle אוט׳ 2.0 (152 כ״ס),2021 • יד 1,טרייד מוביל,"111,024 ₪","1,497 ₪ (84 חודשים)",https://www.yad2.co.il://item/9kui82qt,https://img.yad2.co.il/Pic/202505/05/1_8/o/xml_1_9955230660_20250505020532.jpg?w=3840&h=3840&c=9
סובארו אימפרזה,4X4 RX אוט׳ האצ'בק 5 דל 2.0 (150 כ״ס),2008 • יד 3,ar-tradein,"2,900 ₪",,https://www.yad2.co.il://item/lq4i4hye,https://img.yad2.co.il/Pic/202505/05/1_8/o/y2_1pa_010248_20250505154956.jpeg?w=3840&h=3840&c=9
סובארו XV,Crosstrek PL אוט׳ 2.0 (152 כ״ס),2020 • יד 1,טרייד מוביל,"104,760 ₪","1,672 ₪ (72 חודשים)",https://www.yad2.co.il://item/v3861who,
סובארו פורסטר,XS אוט׳ 2.0 (150 כ״ס) [2011-2016],2013 • יד 3,אוטו אדיר,"44,900 ₪",,https://www.yad2.co.il://item/3dxgwpu3,https://img.yad2.co.il/Pic/202505/08/1_3/o/y2_1pa_010916_20250508104942.jpeg?w=3840&h=3840&c=9
